,datos
233,7.28
234,5.28
235,3.44
236,1.68
237,0.56
238,0.16
239,0.16
240,0.16
241,0.08
242,0.16
243,0.64
244,1.76
245,3.52
246,5.36
247,7.28
248,9.200000000000001
249,10.72
250,10.88
251,10.88
252,10.8
253,10.88
254,10.08
255,8.08
256,6.24
257,4.24
258,2.4
259,1.04
260,0.32
261,0.08
262,0.08
263,0.08
264,0.16
265,0.4
266,1.2
267,2.64
268,4.5600000000000005
269,6.4
270,8.32
271,10.16
272,10.88
273,10.88
274,10.8
275,10.8
276,10.56
277,8.96
278,7.04
279,5.12
280,3.2800000000000002
281,1.68
282,0.64
283,0.16
284,0.16
285,0.08
286,0.08
287,0.16
288,0.88
289,2.08
290,3.7600000000000002
291,5.68
292,7.44
293,9.200000000000001
294,10.64
295,10.8
296,10.88
297,10.8
298,10.8
299,9.68
300,7.84
301,6.08
302,4.08
303,2.32
304,1.04
305,0.24
306,0.08
307,0.08
308,0.16
309,0.16
310,0.56
311,1.44
312,2.96
313,4.72
314,6.5600000000000005
315,8.32
316,10.08
317,10.8
318,10.8
319,10.8
320,10.88
321,10.32
322,8.56
323,6.72
324,4.88
325,3.12
326,1.52
327,0.56
328,0.16
329,0.08
330,0.16
331,0.16
332,0.32
333,0.96
334,2.16
335,3.92
336,5.76
337,7.5200000000000005
338,9.200000000000001
339,10.64
340,10.88
341,10.88
342,10.88
343,10.64
344,9.200000000000001
345,7.44
346,5.68
347,3.92
348,2.16
349,1.04
350,0.32
351,0.16
352,0.16
353,0.08
354,0.16
355,0.72
356,1.68
357,3.2
358,4.88
359,6.72
360,8.48
361,10.16
362,10.88
363,10.8
364,10.8
365,10.8
366,9.92
367,8.24
368,6.48
369,4.72
370,2.96
371,1.52
372,0.64
373,0.24
374,0.16
375,0.08
376,0.16
377,0.4
378,1.2
379,2.48
380,4.16
381,6.0
382,7.6000000000000005
383,9.28
384,10.56
385,10.88
386,10.8
387,10.8
388,10.4
389,8.96
390,7.28
391,5.44
392,3.7600000000000002
393,2.08
394,0.96
395,0.24
396,0.16
397,0.08
398,0.08
399,0.32
400,0.88
401,1.92
402,3.52
403,5.12
404,6.88
405,8.48
406,10.08
407,10.8
408,10.8
409,10.88
410,10.72
411,9.6
412,7.92
413,6.24
414,4.48
415,2.8000000000000003
416,1.36
417,0.64
418,0.24
419,0.16
420,0.16
421,0.24
422,0.56
423,1.44
424,2.64
425,4.32
426,6.08
427,7.76
428,9.28
429,10.64
430,10.88
431,10.88
432,10.8
433,10.16
434,8.56
435,6.96
436,5.2
437,3.52
438,2.0
439,0.96
440,0.32
441,0.16
442,0.16
443,0.16
444,0.32
445,1.04
446,2.08
447,3.68
448,5.28
449,7.04
450,8.56
451,10.08
452,10.72
453,10.88
454,10.8
455,10.48
456,9.120000000000001
457,7.6000000000000005
458,6.0
459,4.32
460,2.64
461,1.36
462,0.56
463,0.24
464,0.16
465,0.16
466,0.24
467,0.72
468,1.6
469,3.04
470,4.5600000000000005
471,6.24
472,7.84
473,9.28
474,10.48
475,10.8
476,10.88
477,10.64
478,9.76
479,8.32
480,6.72
481,4.96
482,3.44
483,1.92
484,0.88
485,0.32
486,0.08
487,0.08
488,0.24
489,0.48
490,1.2
491,2.4
492,3.92
493,5.5200000000000005
494,7.12
495,8.64
496,10.08
497,10.64
498,10.8
499,10.8
500,10.24
501,8.88
502,7.44
503,5.76
504,4.16
505,2.48
506,1.28
507,0.56
508,0.24
509,0.16
510,0.24
511,0.32
512,0.88
513,1.76
514,3.2
515,4.72
516,6.32
517,7.92
518,9.28
519,10.48
520,10.8
521,10.8
522,10.48
523,9.36
524,7.92
525,6.32
526,4.72
527,3.2
528,1.84
529,0.96
530,0.4
531,0.24
532,0.24
533,0.24
534,0.64
535,1.36
536,2.48
537,4.08
538,5.68
539,7.28
540,8.72
541,10.08
542,10.64
543,10.8
544,10.64
545,9.92
546,8.56
547,7.12
548,5.5200000000000005
549,3.92
550,2.4
551,1.28
552,0.64
553,0.24
554,0.16
555,0.16
556,0.4
557,1.04
558,2.08
559,3.44
560,4.96
561,6.5600000000000005
562,8.08
563,9.36
564,10.4
565,10.64
566,10.72
567,10.32
568,9.120000000000001
569,7.68
570,6.24
571,4.64
572,3.04
573,1.76
574,0.88
575,0.32
576,0.16
577,0.16
578,0.32
579,0.8
580,1.6
581,2.8000000000000003
582,4.32
583,5.84
584,7.36
585,8.72
586,10.0
587,10.64
588,10.72
589,10.56
590,9.68
591,8.32
592,6.88
593,5.2
594,3.7600000000000002
595,2.24
596,1.28
597,0.64
598,0.24
599,0.24
600,0.32
601,0.64
602,1.2
603,2.24
604,3.68
605,5.04
606,6.640000000000001
607,8.08
608,9.36
609,10.4
610,10.72
611,10.64
612,10.08
613,8.8
614,7.44
615,6.0
616,4.4
617,2.8000000000000003
618,1.68
619,0.88
620,0.4
621,0.24
622,0.24
623,0.4
624,0.88
625,1.68
626,2.96
627,4.48
628,6.08
629,7.5200000000000005
630,8.8
631,10.08
632,10.56
633,10.64
634,10.32
635,9.28
636,8.0
637,6.5600000000000005
638,5.04
639,3.6
640,2.16
641,1.2
642,0.64
643,0.24
644,0.16
645,0.24
646,0.64
647,1.36
648,2.4
649,3.84
650,5.36
651,6.88
652,8.16
653,9.36
654,10.32
655,10.56
656,10.48
657,9.76
658,8.64
659,7.28
660,5.76
661,4.24
662,2.72
663,1.6
664,0.8
665,0.4
666,0.24
667,0.24
668,0.48
669,1.04
670,1.92
671,3.2
672,4.64
673,6.16
674,7.6000000000000005
675,8.88
676,9.92
677,10.48
678,10.56
679,10.16
680,9.120000000000001
681,7.84
682,6.4
683,4.88
684,3.44
685,2.08
686,1.12
687,0.56
688,0.32
689,0.24
690,0.48
691,0.88
692,1.52
693,2.56
694,4.0
695,5.44
696,6.88
697,8.24
698,9.44
699,10.32
700,10.56
701,10.4
702,9.52
703,8.32
704,6.96
705,5.5200000000000005
706,4.08
707,2.64
708,1.6
709,0.88
710,0.48
711,0.24
712,0.32
713,0.56
714,1.12
715,2.08
716,3.44
717,4.8
718,6.32
719,7.68
720,8.96
721,10.0
722,10.4
723,10.4
724,9.92
725,8.8
726,7.5200000000000005
727,6.24
728,4.72
729,3.36
730,2.0
731,1.12
732,0.64
733,0.32
734,0.24
735,0.48
736,0.88
737,1.68
738,2.8000000000000003
739,4.16
740,5.68
741,7.12
742,8.32
743,9.44
744,10.24
745,10.4
746,10.16
747,9.28
748,8.08
749,6.8
750,5.36
751,4.0
752,2.56
753,1.52
754,0.8
755,0.4
756,0.24
757,0.4
758,0.72
759,1.28
760,2.24
761,3.6
762,4.96
763,6.4
764,7.68
765,8.88
766,9.84
767,10.32
768,10.32
769,9.68
770,8.64
771,7.44
772,6.08
773,4.5600000000000005
774,3.12
775,1.92
776,1.04
777,0.64
778,0.4
779,0.4
780,0.64
781,1.04
782,1.84
783,2.96
784,4.32
785,5.84
786,7.2
787,8.4
788,9.44
789,10.24
790,10.32
791,10.0
792,9.040000000000001
793,7.92
794,6.5600000000000005
795,5.12
796,3.7600000000000002
797,2.48
798,1.52
799,0.8
800,0.48
801,0.4
802,0.48
803,0.8
804,1.36
805,2.32
806,3.7600000000000002
807,5.12
808,6.5600000000000005
809,7.84
810,8.96
811,9.84
812,10.24
813,10.08
814,9.44
815,8.4
816,7.2
817,5.84
818,4.4
819,3.04
820,1.92
821,1.12
822,0.64
823,0.4
824,0.4
825,0.64
826,1.12
827,1.92
828,3.2
829,4.5600000000000005
830,6.0
831,7.28
832,8.48
833,9.44
834,10.08
835,10.16
836,9.68
837,8.88
838,7.68
839,6.4
840,5.04
841,3.68
842,2.32
843,1.44
844,0.8
845,0.48
846,0.4
847,0.56
848,0.96
849,1.6
850,2.64
851,3.92
852,5.2
853,6.640000000000001
854,7.84
855,8.96
856,9.84
857,10.16
858,10.0
859,9.200000000000001
860,8.24
861,7.04
862,5.68
863,4.32
864,2.96
865,1.76
866,1.04
867,0.64
868,0.4
869,0.48
870,0.8
871,1.28
872,2.08
873,3.36
874,4.64
875,6.08
876,7.36
877,8.48
878,9.36
879,10.0
880,10.08
881,9.52
882,8.64
883,7.5200000000000005
884,6.24
885,4.88
886,3.52
887,2.32
888,1.36
889,0.88
890,0.64
891,0.48
892,0.64
893,0.96
894,1.68
895,2.72
896,4.08
897,5.36
898,6.72
899,8.0
900,8.96
901,9.68
902,10.0
903,9.76
904,8.96
905,8.0
906,6.8
907,5.44
908,4.16
909,2.8000000000000003
910,1.84
911,1.12
912,0.72
913,0.56
914,0.56
915,0.8
916,1.36
917,2.24
918,3.52
919,4.8
920,6.16
921,7.44
922,8.48
923,9.28
924,9.84
925,9.84
926,9.28
927,8.48
928,7.36
929,6.16
930,4.72
931,3.52
932,2.24
933,1.36
934,0.8
935,0.64
936,0.56
937,0.72
938,1.12
939,1.92
940,2.96
941,4.24
942,5.5200000000000005
943,6.8
944,8.0
945,8.88
946,9.52
947,9.84
948,9.52
949,8.8
950,7.84
951,6.640000000000001
952,5.28
953,4.0
954,2.72
955,1.76
956,1.04
957,0.72
958,0.64
959,0.72
960,0.96
961,1.52
962,2.4
963,3.68
964,4.88
965,6.24
966,7.44
967,8.48
968,9.28
969,9.76
970,9.68
971,9.120000000000001
972,8.24
973,7.12
974,5.92
975,4.5600000000000005
976,3.36
977,2.16
978,1.36
979,0.88
980,0.64
981,0.72
982,0.88
983,1.28
984,2.0
985,3.12
986,4.32
987,5.6000000000000005
988,6.88
989,8.0
990,8.96
991,9.44
992,9.68
993,9.28
994,8.56
995,7.6000000000000005
996,6.4
997,5.12
998,3.92
999,2.72
1000,1.76
1001,1.12
1002,0.72
1003,0.64
1004,0.72
1005,1.04
1006,1.68
1007,2.56
1008,3.84
1009,5.04
1010,6.32
1011,7.5200000000000005
1012,8.48
1013,9.200000000000001
1014,9.52
1015,9.44
1016,8.88
1017,8.0
1018,6.96
1019,5.76
1020,4.48
1021,3.2800000000000002
1022,2.08
1023,1.36
1024,0.96
1025,0.72
1026,0.72
1027,0.96
1028,1.44
1029,2.16
1030,3.36
1031,4.48
1032,5.76
1033,6.96
1034,8.0
1035,8.88
1036,9.36
1037,9.44
1038,9.120000000000001
1039,8.4
1040,7.44
1041,6.32
1042,5.04
1043,3.84
1044,2.56
1045,1.68
1046,1.12
1047,0.8
1048,0.72
1049,0.88
1050,1.2
1051,1.84
1052,2.72
1053,3.92
1054,5.12
1055,6.4
1056,7.5200000000000005
1057,8.48
1058,9.120000000000001
1059,9.44
1060,9.28
1061,8.72
1062,7.84
1063,6.8
1064,5.5200000000000005
1065,4.32
1066,3.12
1067,2.08
1068,1.44
1069,0.96
1070,0.72
1071,0.8
1072,1.12
1073,1.6
1074,2.24
1075,3.44
1076,4.5600000000000005
1077,5.84
1078,7.04
1079,8.0
1080,8.88
1081,9.28
1082,9.28
1083,8.96
1084,8.16
1085,7.28
1086,6.16
1087,4.88
1088,3.7600000000000002
1089,2.56
1090,1.76
1091,1.12
1092,0.88
1093,0.8
1094,0.96
1095,1.36
1096,2.0
1097,2.88
1098,4.16
1099,5.28
1100,6.5600000000000005
1101,7.6000000000000005
1102,8.48
1103,8.96
1104,9.28
1105,9.040000000000001
1106,8.56
1107,7.6000000000000005
1108,6.640000000000001
1109,5.44
1110,4.24
1111,3.04
1112,2.08
1113,1.44
1114,0.96
1115,0.8
1116,0.8
1117,1.12
1118,1.68
1119,2.48
1120,3.68
1121,4.8
1122,6.0
1123,7.12
1124,8.0
1125,8.72
1126,9.120000000000001
1127,9.120000000000001
1128,8.72
1129,8.08
1130,7.12
1131,6.0
1132,4.8
1133,3.6
1134,2.48
1135,1.68
1136,1.12
1137,0.88
1138,0.88
1139,1.04
1140,1.44
1141,2.16
1142,3.12
1143,4.24
1144,5.44
1145,6.48
1146,7.6000000000000005
1147,8.4
1148,8.96
1149,9.120000000000001
1150,8.96
1151,8.4
1152,7.5200000000000005
1153,6.48
1154,5.2
1155,4.08
1156,2.96
1157,2.08
1158,1.44
1159,1.04
1160,0.96
1161,1.04
1162,1.36
1163,1.84
1164,2.64
1165,3.7600000000000002
1166,4.88
1167,6.16
1168,7.2
1169,8.16
1170,8.72
1171,9.040000000000001
1172,9.040000000000001
1173,8.56
1174,7.84
1175,6.88
1176,5.76
1177,4.64
1178,3.52
1179,2.48
1180,1.76
1181,1.2
1182,0.96
1183,0.96
1184,1.12
1185,1.6
1186,2.24
1187,3.36
1188,4.48
1189,5.6000000000000005
1190,6.72
1191,7.68
1192,8.4
1193,8.96
1194,9.040000000000001
1195,8.72
1196,8.16
1197,7.28
1198,6.32
1199,5.12
1200,4.08
1201,2.96
1202,2.0
1203,1.36
1204,1.04
1205,0.96
1206,1.04
1207,1.36
1208,2.0
1209,2.88
1210,4.0
1211,5.04
1212,6.24
1213,7.2
1214,8.16
1215,8.64
1216,8.96
1217,8.88
1218,8.4
1219,7.68
1220,6.72
1221,5.6000000000000005
1222,4.48
1223,3.44
1224,2.4
1225,1.68
1226,1.2
1227,1.04
1228,1.04
1229,1.28
1230,1.76
1231,2.48
1232,3.52
1233,4.5600000000000005
1234,5.76
1235,6.8
1236,7.68
1237,8.4
1238,8.88
1239,8.96
1240,8.64
1241,8.0
1242,7.2
1243,6.16
1244,4.96
1245,3.84
1246,2.8000000000000003
1247,2.0
1248,1.44
1249,1.12
1250,1.04
1251,1.2
1252,1.52
1253,2.16
1254,3.04
1255,4.16
1256,5.12
1257,6.32
1258,7.28
1259,8.16
1260,8.72
1261,8.88
1262,8.72
1263,8.24
1264,7.44
1265,6.48
1266,5.44
1267,4.32
1268,3.36
1269,2.32
1270,1.68
1271,1.28
1272,1.12
1273,1.12
1274,1.36
1275,1.92
1276,2.64
1277,3.7600000000000002
1278,4.8
1279,5.92
1280,6.88
1281,7.76
1282,8.4
1283,8.72
1284,8.72
1285,8.4
1286,7.76
1287,6.88
1288,5.92
1289,4.88
1290,3.84
1291,2.72
1292,2.0
1293,1.44
1294,1.2
1295,1.12
1296,1.28
1297,1.68
1298,2.32
1299,3.2800000000000002
1300,4.32
1301,5.44
1302,6.4
1303,7.36
1304,8.08
1305,8.56
1306,8.72
1307,8.56
1308,8.0
1309,7.28
1310,6.4
1311,5.28
1312,4.24
1313,3.2
1314,2.24
1315,1.6
1316,1.28
1317,1.12
1318,1.2
1319,1.52
1320,2.08
1321,2.8000000000000003
1322,3.92
1323,4.88
1324,6.0
1325,6.96
1326,7.76
1327,8.4
1328,8.72
1329,8.72
1330,8.32
1331,7.6000000000000005
1332,6.72
1333,5.76
1334,4.64
1335,3.68
1336,2.64
1337,1.92
1338,1.52
1339,1.2
1340,1.2
1341,1.44
1342,1.76
1343,2.48
1344,3.44
1345,4.4
1346,5.44
1347,6.5600000000000005
1348,7.44
1349,8.16
1350,8.56
1351,8.72
1352,8.48
1353,7.84
1354,7.12
1355,6.24
1356,5.12
1357,4.08
1358,3.12
1359,2.24
1360,1.68
1361,1.28
1362,1.2
1363,1.28
1364,1.6
1365,2.16
1366,3.04
1367,4.08
1368,5.04
1369,6.16
1370,7.12
1371,7.84
1372,8.4
1373,8.56
1374,8.48
1375,8.08
1376,7.44
1377,6.5600000000000005
1378,5.6000000000000005
1379,4.5600000000000005
1380,3.6
1381,2.56
1382,1.92
1383,1.52
1384,1.28
1385,1.28
1386,1.52
1387,1.92
1388,2.64
1389,3.68
1390,4.64
1391,5.68
1392,6.640000000000001
1393,7.44
1394,8.08
1395,8.48
1396,8.56
1397,8.24
1398,7.76
1399,7.04
1400,6.16
1401,4.96
1402,4.0
1403,2.96
1404,2.16
1405,1.6
1406,1.36
1407,1.28
1408,1.44
1409,1.76
1410,2.32
1411,3.2
1412,4.16
1413,5.12
1414,6.16
1415,7.12
1416,7.84
1417,8.32
1418,8.56
1419,8.4
1420,8.0
1421,7.36
1422,6.4
1423,5.36
1424,4.4
1425,3.44
1426,2.48
1427,1.92
1428,1.52
1429,1.36
1430,1.36
1431,1.6
1432,2.08
1433,2.8000000000000003
1434,3.7600000000000002
1435,4.72
1436,5.76
1437,6.72
1438,7.5200000000000005
1439,8.16
1440,8.48
1441,8.48
1442,8.16
1443,7.5200000000000005
1444,6.8
1445,5.84
1446,4.88
1447,3.84
1448,2.88
1449,2.16
1450,1.68
1451,1.44
1452,1.36
1453,1.44
1454,1.84
1455,2.48
1456,3.36
1457,4.32
1458,5.28
1459,6.32
1460,7.2
1461,7.92
1462,8.32
1463,8.4
1464,8.24
1465,7.76
1466,7.12
1467,6.24
1468,5.2
1469,4.32
1470,3.36
1471,2.4
1472,1.84
1473,1.52
1474,1.36
1475,1.36
1476,1.68
1477,2.24
1478,3.04
1479,3.92
1480,4.88
1481,5.92
1482,6.8
1483,7.5200000000000005
1484,8.08
1485,8.4
1486,8.32
1487,8.0
1488,7.5200000000000005
1489,6.5600000000000005
1490,5.68
1491,4.64
1492,3.7600000000000002
1493,2.72
1494,2.08
1495,1.6
1496,1.36
1497,1.36
1498,1.6
1499,2.08
1500,2.64
1501,3.6
1502,4.48
1503,5.44
1504,6.32
1505,7.2
1506,7.84
1507,8.24
1508,8.32
1509,8.16
1510,7.68
1511,6.96
1512,6.16
1513,5.04
1514,4.16
1515,3.2
1516,2.32
1517,1.84
1518,1.52
1519,1.44
1520,1.52
1521,1.84
1522,2.32
1523,3.12
1524,4.0
1525,4.96
1526,6.08
1527,6.88
1528,7.6000000000000005
1529,8.16
1530,8.4
1531,8.24
1532,7.84
1533,7.28
1534,6.4
1535,5.44
1536,4.5600000000000005
1537,3.6
1538,2.64
1539,2.08
1540,1.68
1541,1.44
1542,1.44
1543,1.68
1544,2.08
1545,2.72
1546,3.68
1547,4.64
1548,5.6000000000000005
1549,6.5600000000000005
1550,7.36
1551,7.92
1552,8.24
1553,8.24
1554,8.0
1555,7.5200000000000005
1556,6.8
1557,5.92
1558,4.96
1559,4.08
1560,3.12
1561,2.24
1562,1.84
1563,1.52
1564,1.36
1565,1.52
1566,1.92
1567,2.48
1568,3.36
1569,4.24
1570,5.2
1571,6.16
1572,6.96
1573,7.6000000000000005
1574,8.0
1575,8.24
1576,8.16
1577,7.76
1578,7.2
1579,6.32
1580,5.36
1581,4.4
1582,3.52
1583,2.64
1584,2.0
1585,1.6
1586,1.52
1587,1.52
1588,1.76
1589,2.24
1590,2.96
1591,3.92
1592,4.8
1593,5.68
1594,6.5600000000000005
1595,7.36
1596,7.84
1597,8.24
1598,8.24
1599,7.92
1600,7.44
1601,6.640000000000001
1602,5.76
1603,4.8
1604,3.92
1605,2.96
1606,2.24
1607,1.76
1608,1.6
1609,1.52
1610,1.68
1611,2.08
1612,2.56
1613,3.52
1614,4.32
1615,5.28
1616,6.24
1617,7.04
1618,7.68
1619,8.16
1620,8.24
1621,8.08
1622,7.6000000000000005
1623,6.96
1624,6.16
1625,5.12
1626,4.32
1627,3.36
1628,2.56
1629,2.0
1630,1.68
1631,1.52
1632,1.52
1633,1.84
1634,2.24
1635,3.04
1636,3.92
1637,4.88
1638,5.84
1639,6.72
1640,7.44
1641,7.92
1642,8.16
1643,8.08
1644,7.76
1645,7.28
1646,6.48
1647,5.6000000000000005
1648,4.72
1649,3.92
1650,2.96
1651,2.24
1652,1.84
1653,1.6
1654,1.52
1655,1.68
1656,2.08
1657,2.72
1658,3.68
1659,4.5600000000000005
1660,5.44
1661,6.32
1662,7.12
1663,7.6000000000000005
1664,8.0
1665,8.08
1666,7.92
1667,7.44
1668,6.88
1669,6.16
1670,5.04
1671,4.16
1672,3.36
1673,2.48
1674,2.0
1675,1.6
1676,1.52
1677,1.6
1678,2.0
1679,2.48
1680,3.2800000000000002
1681,4.16
1682,4.96
1683,5.92
1684,6.72
1685,7.44
1686,7.84
1687,8.08
1688,8.08
1689,7.68
1690,7.12
1691,6.32
1692,5.44
1693,4.5600000000000005
1694,3.68
1695,2.8000000000000003
1696,2.16
1697,1.76
1698,1.6
1699,1.6
1700,1.84
1701,2.24
1702,2.8000000000000003
1703,3.7600000000000002
1704,4.5600000000000005
1705,5.44
1706,6.32
1707,7.12
1708,7.68
1709,8.0
1710,8.08
1711,7.84
1712,7.36
1713,6.640000000000001
1714,5.84
1715,4.88
1716,4.08
1717,3.2
1718,2.48
1719,2.0
1720,1.68
1721,1.6
1722,1.68
1723,2.0
1724,2.48
1725,3.36
1726,4.16
1727,5.04
1728,6.08
1729,6.88
1730,7.44
1731,7.92
1732,8.08
1733,7.92
1734,7.5200000000000005
1735,6.96
1736,6.24
1737,5.36
1738,4.48
1739,3.6
1740,2.8000000000000003
1741,2.16
1742,1.76
1743,1.6
1744,1.6
1745,1.84
1746,2.24
1747,3.04
1748,3.92
1749,4.72
1750,5.6000000000000005
1751,6.48
1752,7.2
1753,7.6000000000000005
1754,8.0
1755,7.92
1756,7.68
1757,7.28
1758,6.640000000000001
1759,5.76
1760,4.88
1761,4.0
1762,3.12
1763,2.4
1764,1.92
1765,1.6
1766,1.6
1767,1.76
1768,2.16
1769,2.72
1770,3.52
1771,4.4
1772,5.2
1773,6.16
1774,6.88
1775,7.44
1776,7.84
1777,8.0
1778,7.84
1779,7.5200000000000005
1780,6.88
1781,6.16
1782,5.2
1783,4.32
1784,3.52
1785,2.64
1786,2.08
1787,1.76
1788,1.68
1789,1.76
1790,2.0
1791,2.48
1792,3.2
1793,4.0
1794,4.8
1795,5.68
1796,6.5600000000000005
1797,7.28
1798,7.68
1799,8.0
1800,7.92
1801,7.68
1802,7.12
1803,6.48
1804,5.6000000000000005
1805,4.64
1806,3.84
1807,3.04
1808,2.4
1809,1.92
1810,1.76
1811,1.68
1812,1.84
1813,2.24
1814,2.8000000000000003
1815,3.6
1816,4.4
1817,5.28
1818,6.24
1819,6.96
1820,7.5200000000000005
1821,7.84
1822,7.92
1823,7.76
1824,7.36
1825,6.72
1826,6.0
1827,5.12
1828,4.24
1829,3.44
1830,2.64
1831,2.08
1832,1.84
1833,1.68
1834,1.68
1835,2.08
1836,2.48
1837,3.36
1838,4.16
1839,4.96
1840,5.84
1841,6.640000000000001
1842,7.28
1843,7.6000000000000005
1844,7.84
1845,7.84
1846,7.5200000000000005
1847,7.04
1848,6.32
1849,5.5200000000000005
1850,4.64
1851,3.84
1852,2.96
1853,2.32
1854,1.92
1855,1.68
1856,1.68
1857,2.0
1858,2.32
1859,2.96
1860,3.7600000000000002
1861,4.5600000000000005
1862,5.36
1863,6.24
1864,6.88
1865,7.44
1866,7.84
1867,7.84
1868,7.68
1869,7.28
1870,6.640000000000001
1871,5.92
1872,4.96
1873,4.16
1874,3.36
1875,2.56
1876,2.08
1877,1.84
1878,1.76
1879,1.84
1880,2.16
1881,2.64
1882,3.44
1883,4.16
1884,4.96
1885,5.92
1886,6.640000000000001
1887,7.28
1888,7.68
1889,7.84
1890,7.84
1891,7.44
1892,6.88
1893,6.24
1894,5.28
1895,4.48
1896,3.7600000000000002
1897,2.96
1898,2.32
1899,2.0
1900,1.76
1901,1.76
1902,2.0
1903,2.32
1904,3.04
1905,3.84
1906,4.64
1907,5.5200000000000005
1908,6.32
1909,7.04
1910,7.5200000000000005
1911,7.76
1912,7.84
1913,7.5200000000000005
1914,7.12
1915,6.48
1916,5.76
1917,4.88
1918,4.08
1919,3.36
1920,2.64
1921,2.16
1922,1.84
1923,1.76
1924,1.84
1925,2.24
1926,2.72
1927,3.52
1928,4.32
1929,5.12
1930,6.0
1931,6.640000000000001
1932,7.28
1933,7.6000000000000005
1934,7.76
1935,7.6000000000000005
1936,7.36
1937,6.8
1938,6.16
1939,5.28
1940,4.48
1941,3.68
1942,2.88
1943,2.24
1944,1.92
1945,1.84
1946,1.84
1947,2.08
1948,2.48
1949,3.2
1950,4.0
1951,4.8
1952,5.6000000000000005
1953,6.32
1954,6.96
1955,7.44
1956,7.68
1957,7.76
1958,7.5200000000000005
1959,7.04
1960,6.48
1961,5.6000000000000005
1962,4.8
1963,4.0
1964,3.2
1965,2.48
1966,2.08
1967,1.92
1968,1.92
1969,2.0
1970,2.32
1971,2.88
1972,3.6
1973,4.4
1974,5.2
1975,6.0
1976,6.72
1977,7.28
1978,7.6000000000000005
1979,7.76
1980,7.6000000000000005
1981,7.28
1982,6.640000000000001
1983,6.0
1984,5.12
1985,4.32
1986,3.6
1987,2.8000000000000003
1988,2.32
1989,2.0
1990,1.92
1991,1.92
1992,2.16
1993,2.56
1994,3.2800000000000002
1995,4.0
1996,4.8
1997,5.68
1998,6.4
1999,7.04
2000,7.5200000000000005
2001,7.68
2002,7.6000000000000005
2003,7.36
2004,6.88
2005,6.24
2006,5.44
2007,4.72
2008,3.92
2009,3.2
